"10","19.723071711454317","1970.01.16.02.36.38"
"34","34.907329765191555","1970.01.16.05.55.34"
"14","24.527471485723733","1970.01.16.02.16.02"
"8","24.660566011328072","1970.01.16.07.27.50"
"28","28.90714223904437","1970.01.16.04.01.01"
"41","15.290762337819519","1970.01.16.02.42.53"
"21","32.18969694980569","1970.01.16.05.51.52"
"42","1.4213126307997088","1970.01.16.05.05.26"
"3","13.747623414855985","1970.01.16.01.19.24"
"51","33.18182903807868","1970.01.16.02.35.52"
"24","4.58061947203128","1970.01.16.03.25.55"
"26","28.462210859355107","1970.01.16.03.44.49"
"3","28.628662156176176","1970.01.16.03.45.11"
"43","20.691988196457622","1970.01.16.03.46.04"
"12","23.53441421021005","1970.01.16.08.10.49"
"6","34.549293515330085","1970.01.16.06.03.03"
"26","13.780699669407603","1970.01.16.09.05.49"
"1","2.49884853473165","1970.01.16.04.26.27"
"47","5.764327940880319","1970.01.16.07.30.07"
"61","17.468971791152335","1970.01.16.07.13.06"
"45","27.626409675280563","1970.01.16.06.38.12"
"0","34.71057820029309","1970.01.16.00.59.30"
"24","33.81098020755311","1970.01.16.04.32.34"
"43","24.013787638019405","1970.01.16.05.57.39"
"49","0.16278615420277476","1970.01.16.04.31.18"
"57","9.225886787506056","1970.01.16.03.59.22"
"30","16.987807662251996","1970.01.16.00.58.00"
"15","0.5712189592922456","1970.01.16.03.54.18"
"25","5.56168860381169","1970.01.16.02.22.09"
"43","3.825228506195315","1970.01.16.07.10.03"
"57","14.607675842725413","1970.01.16.03.22.10"
"13","11.161445958542693","1970.01.16.09.01.22"
"41","5.2817613920036","1970.01.16.04.57.23"
"30","12.03560048721109","1970.01.16.07.03.32"
"32","8.79858070073267","1970.01.16.06.33.08"
"39","12.788032261525816","1970.01.16.03.00.30"
"61","27.396133103911705","1970.01.16.06.52.29"
"63","4.97688747419126","1970.01.16.06.08.13"
"59","0.12854782694316058","1970.01.16.06.00.15"
"27","10.173847388612685","1970.01.16.07.48.59"
"33","2.864342667073865","1970.01.16.05.24.17"
"42","32.925029741421575","1970.01.16.04.58.24"
"17","4.23917498399941","1970.01.16.08.02.55"
"8","17.25467419771113","1970.01.16.06.06.03"
"2","8.096812179281716","1970.01.16.06.46.31"
"40","34.203675113328906","1970.01.16.05.19.46"
"47","17.9592117354698","1970.01.16.03.34.01"
"36","10.95556166714021","1970.01.16.03.49.31"
"40","10.781273179704646","1970.01.16.01.00.31"
"43","27.96309287145127","1970.01.16.03.19.23"
"35","1.9566803593590643","1970.01.16.07.30.31"
"4","23.150152566041633","1970.01.16.05.11.26"
"13","14.139901441694082","1970.01.16.03.31.51"
"44","26.629062935141373","1970.01.16.08.33.40"
"19","2.459577656562608","1970.01.16.09.02.10"
"22","17.030524945375824","1970.01.16.07.13.20"
"21","10.062616178269607","1970.01.16.07.01.38"
"20","19.745576503661596","1970.01.16.08.17.16"
"19","29.79743629467941","1970.01.16.08.04.39"
"18","14.233298034223738","1970.01.16.08.44.28"
"43","19.086942948326598","1970.01.16.00.52.17"
"33","19.01837203508228","1970.01.16.02.29.10"
"27","17.402008006631807","1970.01.16.09.00.26"
"15","9.67520875051795","1970.01.16.05.38.19"
"30","27.56075300217646","1970.01.16.05.15.56"
"16","2.7507029729202834","1970.01.16.04.12.41"
"31","34.16501259798191","1970.01.16.01.37.34"
"24","32.45558974613421","1970.01.16.06.15.14"
"32","18.295788385587166","1970.01.16.05.43.53"
"20","31.191882338954333","1970.01.16.03.50.26"
"44","18.941179038565824","1970.01.16.07.48.09"
"32","27.051255777804208","1970.01.16.06.24.24"
"31","14.28364107762352","1970.01.16.02.11.17"
"53","12.470973765275792","1970.01.16.04.42.12"
"7","16.059305517546587","1970.01.16.08.59.04"
"37","20.13751361602335","1970.01.16.05.53.17"
"10","27.960174647351995","1970.01.16.06.51.24"
"60","15.624854814402282","1970.01.16.01.05.31"
"21","10.563437561127976","1970.01.16.05.20.45"
"5","1.3531662930276438","1970.01.16.04.59.54"
"63","20.84958849268294","1970.01.16.05.24.02"
"59","24.348360710950395","1970.01.16.05.06.35"
"11","8.94796374760308","1970.01.16.03.19.52"
"42","12.432543772874146","1970.01.16.01.07.38"
"4","31.147449244522033","1970.01.16.08.29.38"
"19","5.5754910798138875","1970.01.16.05.27.19"
"57","18.318729193295276","1970.01.16.08.20.19"
"62","22.958314610020746","1970.01.16.07.34.45"
"50","20.78727565289432","1970.01.16.08.17.22"
"17","29.160033902143233","1970.01.16.08.59.13"
"54","26.448499414388937","1970.01.16.02.38.58"
"41","34.2588909670515","1970.01.16.01.40.21"
"35","8.323309616469341","1970.01.16.03.29.01"
"41","11.061364781698963","1970.01.16.00.50.06"
"56","27.387188112085294","1970.01.16.05.36.48"
"47","28.25700450840486","1970.01.16.04.04.40"
"62","6.520956830768214","1970.01.16.01.11.18"
