"56","10.79699485781031","20100125010712"
"30","21.21463533639052","20010404020735"
"0","2.2329769839365436","20080418103132"
"6","11.044086496093264","19820103021116"
"1","1.4152621641478063","19870413055924"
"36","9.609789548295767","20200929072326"
"31","10.92031884024772","19831203082036"
"9","8.664932141787121","19930427110412"
"63","12.49218344493887","19711101024050"
"2","29.542799635262714","20240710101332"
"46","6.2294109353199","19741005011421"
"10","30.71934019672256","19770427081510"
"56","29.979934370903184","19950802054055"
"52","30.39871684261847","19880804082308"
"6","6.1078558741707685","19870422033051"
"63","18.266171968233017","19820430074038"
"5","28.473744528157845","20131113025037"
"38","15.892167039906195","19950606063027"
"25","14.942506227199342","19790330091825"
"41","34.979659930143015","19770204064012"
"47","8.854978283673294","19781220122703"
"11","4.780666334576564","20231023054758"
"14","1.4756000690531412","20151012040220"
"48","6.628824741711103","19911004125322"
"38","20.317259887415755","20061106104650"
"4","30.954486025445412","19840927020421"
"27","26.005290121192324","19831123071325"
"34","6.050598633495975","20030527092619"
"25","6.079702971948473","19751219024726"
"5","29.35078666035086","20130127095018"
"14","11.9692111072876","20151229025321"
"33","32.07887133273105","20040519062526"
"15","30.50732211163153","19930110085711"
"52","13.283245257526085","19840331055444"
"22","28.995873973848617","20031031124114"
"22","14.504308669958087","19881112114309"
"39","25.166703924678355","19920222073658"
"37","30.169501319981894","20090623014046"
"15","4.876478468987038","20160119111901"
"24","20.64411530076507","19920611074046"
"16","15.606344442425613","20150925065931"
"23","0.4132693410903998","19860201053637"
"62","16.228499121531126","19771216112513"
"8","8.546700379716661","20050707102431"
"29","9.38054738088222","19730226045239"
"0","11.007142582573868","20011229033251"
"25","6.789667355970747","19950717105101"
"8","13.683882332150002","19831117082856"
"9","24.751075267367316","19951103052823"
"28","16.18308692433655","19950111023904"
"61","8.272182580515716","19970117042025"
"52","15.773877893871814","19790502063340"
"6","8.772817311335313","20060315025216"
"14","33.08286612959975","20230921105556"
"9","10.326075285921998","19790909010821"
"61","28.603629244914963","19940310040859"
"45","1.472552919536242","20210628085520"
"54","16.64852028678584","19910309101207"
"37","9.789166639978172","20210408092315"
"62","3.4911593817715634","20110604084608"
"47","4.890668447666381","20230110083658"
"22","3.957309254101673","20180204040724"
"58","2.749270776593889","19911016010909"
"13","1.8507709155040597","20161011085602"
"5","22.90462049440385","20010220125930"
"18","20.525773092650088","19840410110719"
"0","13.800013487440456","19930322040003"
"55","18.83933528775064","20200504100743"
"47","25.473494220020644","19960609071123"
"52","17.17888157470617","19960226082759"
"59","1.851279961811529","20061010042147"
"46","10.805042149834858","20030219072609"
"44","17.921666357775102","20080912075936"
"20","8.183318894139955","19840429060852"
"28","15.153075333594828","20010308072726"
"22","18.405440689827138","20181216035002"
"16","7.756019114247792","19860102050847"
"47","0.2552369196709614","19860815013641"
"45","10.33000420128561","20070704023028"
"25","19.374946572592293","19980215040444"
"52","29.628106791926136","20230519114757"
